ID,is_lens
201714,True
201715,True
201716,False
201717,True
201718,True
201719,True
201720,True
201721,True
201722,True
201723,True
201724,False
201725,True
201726,True
201727,True
201728,True
201729,True
201730,True
201731,True
201732,True
201733,True
201734,True
201735,True
201736,True
201737,True
201738,True
201739,True
201740,True
201741,True
201742,True
201743,True
201744,True
201745,True
201746,True
201747,True
201748,True
201749,False
201750,True
201751,True
201752,True
201753,True
201754,True
201755,False
201756,True
201757,True
201758,True
201759,True
201760,False
201761,True
201762,True
201763,True
201764,True
201765,True
201766,False
201767,True
201768,True
201769,True
201770,True
201771,True
201772,True
201773,True
201774,True
201775,True
201776,True
201777,True
201778,True
201779,True
201780,True
201781,True
201782,True
201783,True
201784,True
201785,True
201786,True
201787,True
201788,True
201789,True
201790,True
201791,True
201792,True
201793,True
201794,True
201795,True
201796,True
201797,True
201798,True
201799,True
201800,True
201801,False
201802,True
201803,True
201804,True
201805,False
201806,True
201807,True
201808,True
201809,True
201810,True
201811,True
201812,True
201813,True
201814,True
201815,True
201816,True
201817,True
201818,True
201819,False
201820,True
201821,True
201822,True
201823,True
201824,True
201825,True
201826,True
201827,True
201828,True
201829,True
201830,True
201831,True
201832,True
201833,True
201834,True
201835,True
201836,True
201837,True
201838,True
201839,True
201840,True
201841,True
201842,True
201843,True
201844,True
201845,True
201846,False
201847,True
201848,True
201849,True
201850,True
201851,True
201852,True
201853,True
201854,True
201855,True
201856,True
201857,True
201858,True
201859,True
201860,True
201861,True
201862,True
201863,True
201864,False
201865,True
201866,True
201867,False
201868,True
201869,True
201870,True
201871,True
201872,True
201873,True
201874,True
201875,True
201876,True
201877,True
201878,True
201879,True
201880,True
201881,True
201882,True
201883,True
201884,True
201885,False
201886,True
201887,True
201888,True
201889,False
201890,True
201891,True
201892,True
201893,True
201894,True
201895,True
201896,True
201897,True
201898,True
201899,True
201900,False
201901,True
201902,True
201903,False
201904,True
201905,True
201906,False
201907,False
201908,True
201909,True
201910,True
201911,True
201912,True
201913,True
201914,True
201915,True
201916,True
201917,True
201918,False
201919,True
201920,True
201921,False
201922,True
201923,True
201924,True
201925,True
201926,True
201927,True
201928,True
201929,False
201930,True
201931,True
201932,True
201933,True
201934,True
201935,True
201936,True
201937,False
201938,True
201939,True
201940,True
201941,True
201942,True
201943,True
201944,True
201945,True
201946,True
201947,True
201948,True
201949,True
201950,True
201951,True
201952,True
201953,True
201954,True
201955,True
201956,True
201957,True
201958,True
201959,True
201960,True
201961,False
201962,False
201963,True
201964,False
201965,True
201966,True
201967,True
201968,True
201969,True
201970,True
201971,True
201972,True
201973,True
201974,True
201975,True
201976,True
201977,True
201978,True
201979,True
201980,True
201981,True
201982,False
201983,True
201984,True
201985,True
201986,True
201987,True
201988,True
201989,True
201990,True
201991,True
201992,True
201993,True
201994,True
201995,True
201996,True
201997,True
201998,True
201999,True
202000,True
202001,True
202002,True
202003,False
202004,True
202005,True
202006,True
202007,True
202008,True
202009,True
202010,True
202011,True
202012,True
202013,True
202014,True
202015,False
202016,True
202017,True
202018,True
202019,True
202020,True
202021,True
202022,True
202023,False
202024,True
202025,True
202026,True
202027,False
202028,True
202029,True
202030,True
202031,True
202032,True
202033,True
202034,False
202035,True
202036,True
202037,True
202038,True
202039,True
202040,True
202041,True
202042,True
202043,True
202044,True
202045,True
202046,True
202047,True
202048,True
202049,True
202050,True
202051,True
202052,False
202053,False
202054,True
202055,True
202056,True
202057,False
202058,True
202059,True
202060,False
202061,True
202062,False
202063,True
202064,True
202065,True
202066,False
202067,True
202068,True
202069,True
202070,True
202071,True
202072,True
202073,True
202074,True
202075,True
202076,True
202077,True
202078,True
202079,True
202080,True
202081,True
202082,True
202083,True
202084,True
202085,True
202086,True
202087,True
202088,True
202089,True
202090,True
202091,True
202092,True
202093,True
202094,True
202095,True
202096,True
202097,True
202098,True
202099,True
202100,True
202101,True
202102,True
202103,True
202104,True
202105,True
202106,True
202107,False
202108,True
202109,False
202110,False
202111,True
202112,True
202113,True
202114,True
202115,False
202116,True
202117,True
202118,True
202119,False
202120,True
202121,True
202122,True
202123,False
202124,True
202125,True
202126,True
202127,True
202128,False
202129,False
202130,True
202131,True
202132,True
202133,True
202134,True
202135,True
202136,True
202137,True
202138,False
202139,True
202140,True
202141,True
202142,True
202143,True
202144,True
202145,True
202146,True
202147,True
202148,True
202149,False
202150,True
202151,True
202152,True
202153,True
202154,True
202155,True
202156,True
202157,True
202158,True
202159,True
202160,True
202161,True
202162,False
202163,True
202164,True
202165,True
202166,True
202167,True
202168,True
202169,True
202170,True
202171,True
202172,True
202173,True
202174,True
202175,True
202176,True
202177,True
202178,True
202179,True
202180,False
202181,True
202182,True
202183,True
202184,True
202185,True
202186,True
202187,True
202188,True
202189,True
202190,False
202191,False
202192,True
202193,True
202194,True
202195,True
202196,True
202197,True
202198,True
202199,True
202200,True
202201,True
202202,True
202203,True
202204,True
202205,False
202206,False
202207,True
202208,True
202209,True
202210,True
202211,True
202212,True
202213,True
202214,True
202215,True
202216,True
202217,True
202218,True
202219,True
202220,True
202221,False
202222,True
202223,True
202224,True
202225,True
202226,True
202227,True
202228,False
202229,True
202230,True
202231,False
202232,True
202233,True
202234,True
202235,True
202236,True
202237,True
202238,True
202239,True
202240,True
202241,True
202242,True
202243,True
202244,True
202245,True
202246,True
202247,True
202248,True
202249,True
202250,True
202251,True
202252,False
202253,True
202254,True
202255,True
202256,True
202257,True
202258,False
202259,False
202260,False
202261,True
202262,True
202263,True
202264,True
202265,True
202266,True
202267,False
202268,True
202269,True
202270,True
202271,True
202272,True
202273,True
202274,True
202275,True
202276,True
202277,True
202278,True
202279,False
202280,True
202281,True
202282,True
202283,True
202284,True
202285,True
202286,True
202287,True
202288,True
202289,True
202290,True
202291,True
202292,True
202293,True
202294,True
202295,True
202296,True
202297,True
202298,True
202299,True
202300,True
202301,True
202302,True
202303,True
202304,True
202305,True
202306,False
202307,True
202308,False
202309,True
202310,True
202311,True
202312,True
202313,True
202314,True
202315,True
202316,False
202317,True
202318,True
202319,True
202320,True
202321,True
202322,True
202323,True
202324,True
202325,False
202326,True
202327,True
202328,False
202329,False
202330,True
202331,True
202332,True
202333,True
202334,True
202335,True
202336,True
202337,True
202338,True
202339,True
202340,True
202341,True
202342,True
202343,True
202344,True
202345,True
202346,False
202347,True
202348,True
202349,True
202350,True
202351,True
202352,False
202353,True
202354,True
202355,True
202356,True
202357,True
202358,True
202359,True
202360,True
202361,True
202362,True
202363,False
202364,True
202365,True
202366,True
202367,True
202368,True
202369,True
202370,False
202371,True
202372,True
202373,True
202374,True
202375,True
202376,True
202377,True
202378,True
202379,True
202380,True
202381,True
202382,False
202383,True
202384,True
202385,True
202386,True
202387,True
202388,False
202389,False
202390,True
202391,True
202392,True
202393,True
202394,True
202395,True
202396,True
202397,True
202398,False
202399,True
202400,True
202401,True
202402,True
202403,True
202404,True
202405,True
202406,True
202407,True
202408,True
202409,True
202410,True
202411,True
202412,True
202413,True
202414,True
202415,True
202416,True
202417,True
202418,True
202419,True
202420,True
202421,True
202422,True
202423,True
202424,True
202425,True
202426,False
202427,True
202428,True
202429,True
202430,True
202431,False
202432,True
202433,True
202434,True
202435,True
202436,True
202437,True
202438,True
202439,True
202440,False
202441,True
202442,True
202443,False
202444,True
202445,True
202446,False
202447,True
202448,True
202449,True
202450,True
202451,True
202452,True
202453,True
202454,True
202455,True
202456,True
202457,True
202458,True
202459,True
202460,True
202461,True
202462,True
202463,True
202464,True
202465,True
202466,True
202467,True
202468,True
202469,True
202470,True
202471,True
202472,True
202473,True
202474,True
202475,True
202476,True
202477,True
202478,True
202479,True
202480,True
202481,True
202482,True
202483,True
202484,True
202485,True
202486,True
202487,True
202488,True
202489,True
202490,True
202491,True
202492,True
202493,True
202494,True
202495,False
202496,True
202497,True
202498,True
202499,True
202500,True
202501,True
202502,False
202503,True
202504,True
202505,True
202506,True
202507,True
202508,True
202509,True
202510,True
202511,False
202512,True
202513,True
202514,True
202515,False
202516,True
202517,True
202518,True
202519,True
202520,False
202521,True
202522,True
202523,True
202524,True
202525,True
202526,True
202527,True
202528,True
202529,True
202530,True
202531,True
202532,True
202533,True
202534,True
202535,True
202536,True
202537,True
202538,True
202539,True
202540,True
202541,False
202542,True
202543,True
202544,True
202545,True
202546,True
202547,True
202548,True
202549,False
202550,True
202551,True
202552,True
202553,True
202554,True
202555,False
202556,True
202557,True
202558,True
202559,True
202560,True
202561,True
202562,True
202563,True
202564,True
202565,True
202566,True
202567,True
202568,True
202569,False
202570,True
202571,True
202572,True
202573,True
202574,True
202575,True
202576,True
202577,True
202578,True
202579,True
202580,True
202581,False
202582,True
202583,True
202584,False
202585,True
202586,True
202587,True
202588,True
202589,True
202590,True
202591,True
202592,True
202593,True
202594,True
202595,True
202596,True
202597,True
202598,True
202599,True
202600,False
202601,True
202602,True
202603,True
202604,True
202605,True
202606,True
202607,True
202608,True
202609,True
202610,True
202611,True
202612,True
202613,True
202614,True
202615,True
202616,True
202617,True
202618,True
202619,True
202620,True
202621,True
202622,True
202623,True
202624,True
202625,True
202626,True
202627,True
202628,True
202629,True
202630,True
202631,True
202632,True
202633,True
202634,True
202635,True
202636,True
202637,True
202638,True
202639,True
202640,True
202641,True
202642,True
202643,True
202644,True
202645,True
202646,True
202647,True
202648,True
202649,True
202650,True
202651,True
202652,True
202653,True
202654,True
202655,True
202656,True
202657,True
202658,True
202659,True
202660,True
202661,True
202662,True
202663,True
202664,True
202665,True
202666,True
202667,True
202668,True
202669,False
202670,True
202671,False
202672,True
202673,True
202674,True
202675,True
202676,False
202677,True
202678,True
202679,True
202680,True
202681,True
202682,True
202683,True
202684,True
202685,True
202686,True
202687,True
202688,True
202689,True
202690,True
202691,True
202692,True
202693,True
202694,True
202695,True
202696,True
202697,True
202698,True
202699,True
202700,True
202701,False
202702,True
202703,True
202704,True
202705,False
202706,True
202707,True
202708,True
202709,True
202710,True
202711,True
202712,True
202713,True
202714,True
202715,True
202716,True
202717,True
202718,False
202719,True
202720,False
202721,True
202722,True
202723,True
202724,True
202725,True
202726,True
202727,True
202728,True
202729,True
202730,True
202731,False
202732,True
202733,True
202734,True
202735,True
202736,True
202737,True
202738,True
202739,True
202740,True
202741,True
202742,True
202743,False
202744,True
202745,True
202746,True
202747,True
202748,True
202749,True
202750,False
202751,True
202752,True
202753,True
202754,True
202755,True
202756,True
202757,True
202758,True
202759,True
202760,True
202761,True
202762,True
202763,True
202764,False
202765,False
202766,True
202767,True
202768,True
202769,False
202770,True
202771,True
202772,True
202773,True
202774,True
202775,True
202776,True
202777,True
202778,True
202779,True
202780,True
202781,True
202782,True
202783,True
202784,True
202785,False
202786,True
202787,True
202788,True
202789,True
202790,True
202791,True
202792,True
202793,True
202794,True
202795,True
202796,False
