,ID,is_lens
1626,200158,True
3970,200159,True
7464,200160,True
7760,200161,True
8867,200162,True
4383,200163,True
6695,200164,True
916,200165,True
6033,200166,True
6146,200167,True
1691,200168,True
1709,200169,True
337,200170,True
3831,200171,True
1539,200172,True
4072,200173,True
660,200174,True
831,200175,True
6464,200176,True
8068,200177,True
4574,200178,False
7412,200179,True
924,200180,True
298,200181,True
5232,200182,True
7699,200183,True
694,200184,True
4347,200185,True
6871,200186,True
9079,200187,True
6168,200188,False
3338,200189,True
7171,200190,True
4450,200191,True
6053,200192,True
8386,200193,False
2462,200194,True
6334,200195,True
824,200196,True
2966,200197,True
5037,200198,True
7956,200199,False
3675,200200,True
9095,200201,True
2923,200202,True
3414,200203,True
4877,200204,True
1128,200205,True
2821,200206,True
4777,200207,False
6491,200208,True
2065,200209,True
9426,200210,True
2940,200211,True
1362,200212,True
5434,200213,True
9609,200214,True
8065,200215,True
8076,200216,True
6245,200217,True
9238,200218,True
460,200219,True
7204,200220,True
4340,200221,True
1354,200222,True
9981,200223,True
4006,200224,True
6456,200225,True
693,200226,True
9269,200227,True
949,200228,True
2846,200229,True
7269,200230,True
9533,200231,True
4799,200232,True
3965,200233,True
6614,200234,True
1374,200235,True
9090,200236,True
9384,200237,True
6522,200238,True
3271,200239,True
8117,200240,True
1306,200241,True
1277,200242,True
3310,200243,True
5088,200244,True
2141,200245,False
9987,200246,True
6306,200247,True
9126,200248,True
9747,200249,True
2399,200250,True
4345,200251,False
5006,200252,True
6570,200253,True
6822,200254,True
1166,200255,True
2502,200256,True
9557,200257,True
8695,200258,True
1235,200259,True
8249,200260,True
3176,200261,True
2026,200262,False
2738,200263,True
59,200264,True
222,200265,True
9505,200266,True
8542,200267,False
7419,200268,True
3487,200269,False
3579,200270,True
3894,200271,True
3943,200272,True
4178,200273,False
4858,200274,True
6762,200275,True
3461,200276,True
4632,200277,False
1820,200278,False
7050,200279,True
9728,200280,True
1773,200281,True
6620,200282,True
5,200283,True
8642,200284,True
2544,200285,True
2573,200286,True
5848,200287,True
5327,200288,True
1515,200289,True
9840,200290,True
2160,200291,True
1025,200292,True
3613,200293,True
3596,200294,True
6325,200295,True
5227,200296,False
1062,200297,True
498,200298,True
6437,200299,True
2252,200300,True
9846,200301,True
2448,200302,True
5074,200303,True
9955,200304,True
8823,200305,True
7384,200306,True
4155,200307,True
3219,200308,True
3861,200309,True
7624,200310,True
2132,200311,True
6817,200312,True
8631,200313,True
3941,200314,False
6311,200315,True
3199,200316,False
3457,200317,True
6783,200318,False
4420,200319,True
2045,200320,True
4070,200321,True
4502,200322,True
8417,200323,True
2659,200324,True
4760,200325,True
7173,200326,True
5928,200327,True
8022,200328,True
748,200329,True
8288,200330,True
3725,200331,True
333,200332,True
541,200333,True
1219,200334,True
9051,200335,True
5324,200336,True
9375,200337,True
349,200338,True
7507,200339,True
2469,200340,False
6691,200341,False
7475,200342,True
4164,200343,False
6129,200344,True
2257,200345,True
2091,200346,False
5106,200347,True
7555,200348,True
1883,200349,True
8461,200350,True
6889,200351,False
7080,200352,True
1412,200353,False
4009,200354,False
5941,200355,True
2323,200356,True
158,200357,True
8840,200358,True
829,200359,True
5868,200360,True
5072,200361,True
1881,200362,True
404,200363,True
4817,200364,True
7373,200365,True
766,200366,True
7037,200367,True
1444,200368,True
2380,200369,True
9234,200370,False
3318,200371,False
7806,200372,False
2818,200373,True
2238,200374,True
2044,200375,True
4934,200376,True
4339,200377,True
9659,200378,True
808,200379,True
815,200380,True
6832,200381,True
4691,200382,True
767,200383,True
3164,200384,True
4222,200385,True
3963,200386,False
9271,200387,True
3742,200388,True
9113,200389,False
9931,200390,True
9681,200391,True
3355,200392,True
6215,200393,False
2797,200394,True
4185,200395,True
1076,200396,True
9167,200397,True
3347,200398,True
437,200399,True
5445,200400,True
833,200401,True
3774,200402,False
2205,200403,True
5421,200404,True
8191,200405,False
9991,200406,True
3922,200407,True
4685,200408,True
9857,200409,True
7330,200410,True
1020,200411,True
1330,200412,True
1904,200413,False
507,200414,True
5316,200415,False
6230,200416,True
6688,200417,True
4949,200418,True
4159,200419,True
1606,200420,True
5344,200421,False
3917,200422,True
2288,200423,True
9493,200424,True
8483,200425,True
8884,200426,True
5748,200427,True
4615,200428,True
5642,200429,True
758,200430,False
4353,200431,True
7275,200432,False
750,200433,True
8129,200434,True
118,200435,True
156,200436,True
3728,200437,True
1692,200438,True
6008,200439,False
1445,200440,True
1698,200441,True
7447,200442,True
5899,200443,True
7629,200444,True
7755,200445,True
269,200446,False
5231,200447,False
2989,200448,True
2787,200449,True
5078,200450,True
6584,200451,True
5879,200452,True
6606,200453,True
5802,200454,True
635,200455,True
477,200456,True
5527,200457,True
1998,200458,True
9740,200459,True
724,200460,True
9397,200461,True
7964,200462,True
6733,200463,True
1460,200464,True
778,200465,True
1001,200466,False
2828,200467,True
4077,200468,True
8205,200469,True
263,200470,True
1954,200471,True
9372,200472,True
3474,200473,True
691,200474,True
3556,200475,True
7164,200476,True
2119,200477,True
9272,200478,True
3858,200479,True
2625,200480,True
7049,200481,True
9261,200482,True
9107,200483,True
4293,200484,True
5480,200485,True
1935,200486,True
5841,200487,True
7043,200488,True
3180,200489,True
6820,200490,True
1402,200491,True
896,200492,True
5483,200493,True
6876,200494,True
2268,200495,True
3719,200496,True
8385,200497,True
7483,200498,True
6735,200499,True
3367,200500,True
5365,200501,True
8264,200502,True
8307,200503,True
745,200504,True
1933,200505,True
887,200506,True
7470,200507,True
4497,200508,True
4608,200509,True
5374,200510,True
2811,200511,True
9617,200512,True
1506,200513,True
5522,200514,True
6408,200515,True
9091,200516,True
6380,200517,False
1548,200518,True
7664,200519,True
1498,200520,True
6411,200521,False
451,200522,True
1341,200523,False
8271,200524,True
5134,200525,True
6853,200526,True
4925,200527,False
3063,200528,True
4242,200529,False
4454,200530,False
9474,200531,True
3415,200532,True
4001,200533,True
5520,200534,True
9041,200535,True
7295,200536,True
356,200537,True
5571,200538,False
1619,200539,True
8516,200540,True
7022,200541,True
2710,200542,True
4358,200543,False
787,200544,True
8936,200545,True
9315,200546,True
1363,200547,True
9916,200548,True
6486,200549,True
3015,200550,True
1297,200551,True
7802,200552,True
6634,200553,True
5684,200554,True
2793,200555,True
8040,200556,True
8437,200557,True
7191,200558,False
6949,200559,True
8511,200560,True
1517,200561,True
5741,200562,True
4341,200563,True
1672,200564,True
5137,200565,True
2771,200566,True
9988,200567,True
8629,200568,True
6637,200569,True
8183,200570,True
5590,200571,False
4343,200572,True
2963,200573,True
5287,200574,True
1223,200575,True
1311,200576,True
148,200577,True
4993,200578,True
5057,200579,True
4878,200580,True
2535,200581,True
3988,200582,True
6273,200583,True
63,200584,False
2164,200585,True
2267,200586,True
864,200587,False
4730,200588,True
8894,200589,True
106,200590,False
4645,200591,True
8196,200592,True
7539,200593,True
7360,200594,True
5994,200595,True
1051,200596,True
3583,200597,False
1255,200598,True
4536,200599,True
2371,200600,True
1607,200601,True
3845,200602,True
9679,200603,True
2126,200604,True
5466,200605,False
6329,200606,True
6163,200607,False
5946,200608,True
4055,200609,True
8225,200610,True
4367,200611,True
4620,200612,True
9508,200613,True
8090,200614,True
3636,200615,True
4711,200616,True
2525,200617,True
4926,200618,True
8443,200619,True
8965,200620,True
6065,200621,True
394,200622,True
1344,200623,True
3918,200624,True
7278,200625,True
5948,200626,True
6085,200627,False
5900,200628,True
2779,200629,True
2769,200630,False
3689,200631,True
5979,200632,True
348,200633,True
8195,200634,True
9153,200635,True
5255,200636,True
3104,200637,True
7767,200638,True
4937,200639,True
5089,200640,True
2444,200641,True
2490,200642,True
7709,200643,True
2903,200644,True
2812,200645,True
2778,200646,True
2847,200647,False
2003,200648,True
6681,200649,True
8745,200650,False
239,200651,True
5188,200652,False
3682,200653,True
4105,200654,True
9241,200655,False
1845,200656,True
9601,200657,True
368,200658,False
6538,200659,True
7158,200660,True
8100,200661,True
2786,200662,True
8429,200663,True
287,200664,True
945,200665,True
3252,200666,True
489,200667,True
1447,200668,False
7797,200669,True
1015,200670,True
8361,200671,True
212,200672,True
5986,200673,True
7698,200674,True
9863,200675,True
5148,200676,True
9682,200677,True
8227,200678,True
426,200679,True
2162,200680,True
9673,200681,True
4402,200682,False
6355,200683,True
5622,200684,True
4377,200685,True
9256,200686,True
3704,200687,True
9353,200688,True
9112,200689,True
5808,200690,True
2690,200691,True
3054,200692,True
8833,200693,True
9289,200694,True
6518,200695,True
6164,200696,True
2953,200697,True
8301,200698,True
5101,200699,True
1520,200700,True
6912,200701,True
3518,200702,True
8947,200703,False
656,200704,True
8784,200705,True
6423,200706,True
4485,200707,True
7553,200708,True
5409,200709,True
967,200710,True
3079,200711,True
9826,200712,True
4116,200713,False
4438,200714,True
1681,200715,True
1942,200716,True
5991,200717,True
5253,200718,True
892,200719,True
2970,200720,True
2918,200721,True
6026,200722,True
9300,200723,True
2216,200724,True
3750,200725,False
1811,200726,True
2468,200727,True
8047,200728,True
8989,200729,True
919,200730,True
1789,200731,True
9600,200732,True
9316,200733,True
8200,200734,True
5165,200735,True
689,200736,True
8017,200737,True
197,200738,True
980,200739,True
5030,200740,True
4034,200741,True
5829,200742,True
564,200743,True
9104,200744,True
7863,200745,True
4696,200746,True
1266,200747,True
973,200748,True
5242,200749,True
6972,200750,True
8132,200751,True
7380,200752,True
7641,200753,True
7880,200754,True
6416,200755,True
6705,200756,True
5492,200757,False
4054,200758,True
3358,200759,True
7184,200760,True
3361,200761,True
2646,200762,False
3877,200763,False
5444,200764,True
5400,200765,False
306,200766,True
9865,200767,True
5100,200768,True
72,200769,True
2513,200770,True
9181,200771,True
9763,200772,True
5226,200773,True
5033,200774,True
6791,200775,True
630,200776,True
3560,200777,True
7853,200778,True
1950,200779,True
1245,200780,True
6852,200781,True
8221,200782,False
1697,200783,True
8585,200784,True
1794,200785,True
8172,200786,True
4078,200787,True
6088,200788,True
7416,200789,True
7751,200790,True
6894,200791,True
3021,200792,True
2088,200793,True
3312,200794,True
5405,200795,True
9190,200796,True
7494,200797,True
4481,200798,True
1840,200799,True
3749,200800,True
577,200801,True
4385,200802,True
3973,200803,False
7151,200804,True
8049,200805,True
9859,200806,True
3980,200807,True
8162,200808,True
7477,200809,True
4104,200810,True
4213,200811,True
9339,200812,True
3588,200813,True
2018,200814,True
3124,200815,True
9825,200816,True
4660,200817,True
8413,200818,True
8579,200819,True
165,200820,True
7090,200821,True
7244,200822,True
1269,200823,True
3699,200824,False
2282,200825,True
2185,200826,True
3610,200827,True
3065,200828,True
9655,200829,True
1221,200830,True
3707,200831,True
6885,200832,True
4806,200833,True
1923,200834,True
875,200835,True
4518,200836,False
7115,200837,True
1079,200838,True
5295,200839,False
8219,200840,True
894,200841,True
9812,200842,True
6507,200843,True
4090,200844,True
6588,200845,True
8692,200846,True
4763,200847,True
4053,200848,True
9392,200849,True
5423,200850,True
1047,200851,True
1058,200852,True
9907,200853,True
4592,200854,True
8324,200855,True
6462,200856,False
5229,200857,True
8020,200858,False
1568,200859,True
3836,200860,True
6011,200861,True
5772,200862,True
1874,200863,True
1598,200864,True
7086,200865,True
5647,200866,True
1690,200867,True
7142,200868,True
9026,200869,True
3444,200870,True
4714,200871,True
8865,200872,True
7398,200873,True
1901,200874,True
2842,200875,True
2951,200876,True
3829,200877,True
8501,200878,True
2337,200879,True
6351,200880,True
1707,200881,True
2373,200882,True
3091,200883,True
1261,200884,True
8163,200885,True
3366,200886,True
5091,200887,True
3036,200888,True
6792,200889,False
8201,200890,True
6409,200891,True
4389,200892,True
2849,200893,True
2893,200894,True
3308,200895,True
3037,200896,True
7313,200897,False
4444,200898,True
9552,200899,True
1314,200900,True
885,200901,True
1842,200902,True
6655,200903,True
8108,200904,True
3178,200905,True
546,200906,True
3729,200907,True
6552,200908,True
6981,200909,True
9845,200910,True
713,200911,False
8498,200912,True
8495,200913,True
8808,200914,True
9044,200915,True
2749,200916,True
1973,200917,True
5331,200918,True
9248,200919,True
9195,200920,False
8188,200921,True
1433,200922,True
1305,200923,True
740,200924,True
5781,200925,True
2764,200926,True
163,200927,True
7867,200928,True
3853,200929,True
255,200930,False
7895,200931,True
4069,200932,True
4654,200933,True
4355,200934,True
5616,200935,True
450,200936,True
5248,200937,True
7134,200938,True
8115,200939,True
2105,200940,False
5104,200941,True
1639,200942,True
9268,200943,True
841,200944,True
7768,200945,True
6035,200946,False
1473,200947,True
5306,200948,True
7024,200949,True
4354,200950,True
4456,200951,True
997,200952,True
9464,200953,True
9737,200954,True
7814,200955,True
143,200956,True
1718,200957,True
9286,200958,True
2908,200959,True
0,200960,True
1736,200961,True
2529,200962,True
4683,200963,False
4445,200964,True
7469,200965,True
9824,200966,True
4362,200967,True
4854,200968,True
7200,200969,True
1646,200970,False
1007,200971,True
5586,200972,True
1762,200973,True
2036,200974,True
9230,200975,True
2064,200976,True
3005,200977,True
2437,200978,True
7504,200979,True
4153,200980,True
8029,200981,False
4736,200982,True
6978,200983,True
1078,200984,True
1195,200985,True
8285,200986,True
6575,200987,True
7959,200988,True
1596,200989,True
4351,200990,True
9137,200991,True
4058,200992,False
2417,200993,True
9752,200994,True
8232,200995,True
5968,200996,True
8377,200997,True
7145,200998,True
5481,200999,True
9092,201000,True
3207,201001,True
7697,201002,True
6710,201003,True
1588,201004,True
5807,201005,True
5610,201006,True
3274,201007,False
2138,201008,True
9446,201009,True
7256,201010,True
2228,201011,True
5851,201012,True
7221,201013,True
7888,201014,True
3607,201015,True
6720,201016,True
5513,201017,True
6383,201018,True
8684,201019,False
9193,201020,True
7193,201021,True
2927,201022,True
267,201023,True
2327,201024,True
5075,201025,True
9147,201026,True
5135,201027,True
7872,201028,True
3724,201029,False
8392,201030,True
9347,201031,True
7987,201032,True
5023,201033,True
5330,201034,True
4765,201035,True
6181,201036,True
4936,201037,True
9476,201038,False
7554,201039,True
1667,201040,False
2587,201041,False
6851,201042,True
4176,201043,True
3826,201044,True
594,201045,True
4637,201046,True
6965,201047,True
6998,201048,False
1422,201049,True
3476,201050,True
8530,201051,True
4657,201052,False
4752,201053,True
7517,201054,True
2476,201055,True
1833,201056,True
2447,201057,True
1348,201058,False
6947,201059,True
347,201060,False
4191,201061,True
1274,201062,True
1184,201063,False
2077,201064,True
9723,201065,True
2675,201066,True
6003,201067,True
8357,201068,True
6161,201069,True
6283,201070,True
7984,201071,True
7192,201072,True
6656,201073,True
5837,201074,True
7667,201075,True
4253,201076,False
6184,201077,True
9900,201078,True
6523,201079,False
9718,201080,True
5064,201081,True
4076,201082,True
7390,201083,False
868,201084,True
8176,201085,True
3439,201086,True
3946,201087,True
8912,201088,True
29,201089,True
172,201090,True
5663,201091,True
7868,201092,True
9345,201093,True
4066,201094,True
449,201095,True
2959,201096,True
3805,201097,True
7139,201098,False
1493,201099,False
7548,201100,True
7784,201101,True
7971,201102,True
8045,201103,True
8460,201104,False
8939,201105,True
3289,201106,True
3577,201107,False
3899,201108,True
3359,201109,True
1435,201110,True
7038,201111,True
9636,201112,True
4464,201113,True
1920,201114,True
6618,201115,True
1992,201116,True
9605,201117,True
2838,201118,True
8012,201119,True
2133,201120,True
8691,201121,True
3542,201122,True
3098,201123,True
4776,201124,True
9313,201125,True
3872,201126,True
9886,201127,True
9942,201128,True
4021,201129,True
3640,201130,False
1676,201131,True
2270,201132,False
6496,201133,True
9732,201134,True
2118,201135,True
4833,201136,True
5603,201137,True
2570,201138,True
7953,201139,False
9294,201140,True
7680,201141,True
8646,201142,True
8509,201143,True
2799,201144,True
8389,201145,True
4130,201146,True
7556,201147,True
5114,201148,False
8428,201149,True
4098,201150,True
466,201151,True
5397,201152,True
3768,201153,True
2817,201154,True
3921,201155,True
2576,201156,True
7695,201157,True
4823,201158,False
3693,201159,True
8160,201160,True
3759,201161,True
6886,201162,False
1636,201163,True
4236,201164,True
5860,201165,True
443,201166,True
3284,201167,True
1537,201168,False
6823,201169,True
7771,201170,True
959,201171,True
7146,201172,True
6950,201173,True
3109,201174,True
8434,201175,True
4065,201176,True
252,201177,True
4702,201178,True
2933,201179,True
6287,201180,True
9459,201181,True
1951,201182,True
5257,201183,True
2717,201184,True
2711,201185,True
4128,201186,True
8531,201187,True
2663,201188,False
4575,201189,True
8773,201190,True
7289,201191,True
7280,201192,True
7685,201193,True
5990,201194,True
3919,201195,True
9587,201196,True
5396,201197,False
6627,201198,True
5605,201199,True
9834,201200,True
4467,201201,True
2213,201202,True
139,201203,True
2203,201204,False
8327,201205,False
2752,201206,True
8396,201207,True
4779,201208,False
7240,201209,True
8902,201210,True
4182,201211,True
8957,201212,True
4014,201213,True
3373,201214,True
2642,201215,True
2167,201216,True
4047,201217,True
4473,201218,True
7367,201219,True
175,201220,True
8732,201221,True
6988,201222,False
453,201223,True
3007,201224,True
9187,201225,True
3833,201226,True
503,201227,True
4124,201228,True
4079,201229,True
7474,201230,True
9206,201231,True
8659,201232,True
2597,201233,True
5039,201234,True
8652,201235,True
1247,201236,True
464,201237,False
136,201238,True
3306,201239,True
8190,201240,True
2255,201241,True
6360,201242,True
87,201243,True
9352,201244,True
3446,201245,False
7327,201246,True
782,201247,True
5538,201248,True
1808,201249,True
7496,201250,True
2992,201251,True
215,201252,True
5596,201253,True
1009,201254,False
9836,201255,True
5015,201256,False
1160,201257,True
5473,201258,True
8217,201259,True
7525,201260,True
4458,201261,False
9711,201262,True
9518,201263,True
6056,201264,True
2517,201265,True
7166,201266,True
4004,201267,True
1778,201268,True
6945,201269,True
3898,201270,True
3605,201271,True
8018,201272,True
1726,201273,True
8743,201274,True
1557,201275,True
3802,201276,True
9175,201277,True
8886,201278,True
9179,201279,True
3765,201280,True
9260,201281,True
4490,201282,False
4126,201283,True
1472,201284,True
877,201285,True
8292,201286,True
3334,201287,True
8853,201288,True
9376,201289,True
3876,201290,True
821,201291,True
3328,201292,True
2290,201293,True
9929,201294,True
2993,201295,True
1972,201296,True
6757,201297,True
1179,201298,True
7813,201299,True
845,201300,True
6539,201301,False
5545,201302,True
9099,201303,False
6421,201304,True
7154,201305,True
1469,201306,True
6439,201307,True
6153,201308,True
1492,201309,True
1084,201310,True
2726,201311,True
7983,201312,True
3807,201313,True
6711,201314,True
4158,201315,True
5706,201316,True
8118,201317,True
5888,201318,True
359,201319,True
2543,201320,True
6647,201321,True
9963,201322,True
8406,201323,True
4506,201324,True
2655,201325,True
7800,201326,True
9661,201327,True
8368,201328,True
7277,201329,True
2360,201330,True
7735,201331,True
3418,201332,True
2539,201333,True
7816,201334,True
5059,201335,True
6520,201336,True
9534,201337,True
8826,201338,True
659,201339,True
4093,201340,True
6139,201341,True
8282,201342,True
1459,201343,True
7035,201344,True
5213,201345,True
6503,201346,True
9366,201347,True
8449,201348,True
9635,201349,True
2609,201350,True
5805,201351,True
8240,201352,True
7218,201353,True
8734,201354,True
8728,201355,True
3771,201356,True
2000,201357,True
4915,201358,True
9290,201359,True
4987,201360,False
5168,201361,True
3528,201362,True
5009,201363,True
5613,201364,False
7651,201365,True
5438,201366,True
6728,201367,True
8002,201368,False
6465,201369,True
8649,201370,True
2785,201371,True
7712,201372,True
5619,201373,True
1137,201374,True
9299,201375,True
5778,201376,True
8048,201377,True
3844,201378,True
45,201379,False
13,201380,True
2155,201381,True
6219,201382,True
600,201383,True
4184,201384,True
8036,201385,True
4689,201386,True
581,201387,True
6482,201388,True
5890,201389,True
6754,201390,True
4452,201391,True
1388,201392,True
9475,201393,True
7268,201394,True
5427,201395,True
3718,201396,True
3511,201397,False
5769,201398,True
9667,201399,True
673,201400,True
2703,201401,False
801,201402,True
7466,201403,False
6295,201404,True
1838,201405,False
4281,201406,True
1898,201407,True
2537,201408,True
2046,201409,True
700,201410,True
4297,201411,True
8801,201412,True
5408,201413,True
2831,201414,True
1648,201415,True
3218,201416,True
7515,201417,True
1000,201418,True
5217,201419,True
3997,201420,False
1033,201421,True
5279,201422,True
7224,201423,True
5332,201424,True
7253,201425,True
2269,201426,True
4589,201427,True
8272,201428,True
2548,201429,True
1810,201430,False
2852,201431,True
2182,201432,True
4040,201433,True
5567,201434,True
7468,201435,True
1175,201436,True
3870,201437,True
9572,201438,False
5972,201439,True
3953,201440,True
4998,201441,False
8956,201442,True
1211,201443,True
5157,201444,False
6457,201445,True
876,201446,True
5703,201447,True
2425,201448,True
5195,201449,True
2643,201450,True
1976,201451,True
8153,201452,True
3215,201453,True
6315,201454,True
2806,201455,True
9921,201456,True
486,201457,True
7614,201458,True
5347,201459,True
9713,201460,True
2791,201461,True
4876,201462,True
6258,201463,True
2307,201464,True
8568,201465,True
6861,201466,True
6864,201467,True
2348,201468,True
1922,201469,True
573,201470,True
2746,201471,True
2481,201472,True
4914,201473,True
6970,201474,True
182,201475,True
9236,201476,True
3047,201477,True
6438,201478,True
9006,201479,False
5922,201480,True
9537,201481,True
1173,201482,True
3094,201483,True
7694,201484,True
9466,201485,True
2932,201486,True
3369,201487,True
5864,201488,True
3008,201489,True
8494,201490,True
2145,201491,True
6535,201492,True
8752,201493,True
9965,201494,True
7462,201495,True
853,201496,False
375,201497,True
7094,201498,True
5491,201499,True
6675,201500,False
4793,201501,False
9250,201502,True
7503,201503,True
4743,201504,True
9986,201505,True
8340,201506,True
6244,201507,True
4099,201508,True
9304,201509,True
1657,201510,True
3163,201511,True
6683,201512,True
1292,201513,True
1541,201514,True
5380,201515,True
3674,201516,True
1744,201517,True
8011,201518,True
7205,201519,True
2662,201520,True
321,201521,True
7758,201522,False
6202,201523,True
5917,201524,True
1925,201525,True
1624,201526,True
3016,201527,False
4463,201528,True
9749,201529,True
1345,201530,True
9875,201531,True
7852,201532,True
4670,201533,True
9128,201534,True
654,201535,True
3385,201536,True
3074,201537,True
8954,201538,True
7721,201539,True
7848,201540,False
7399,201541,True
2934,201542,True
7535,201543,True
8085,201544,True
1625,201545,True
8484,201546,True
1768,201547,True
7957,201548,True
2115,201549,True
6577,201550,True
4924,201551,True
5486,201552,True
8807,201553,True
6774,201554,True
3812,201555,True
173,201556,True
5720,201557,False
8996,201558,True
9367,201559,True
3776,201560,True
9573,201561,True
6597,201562,True
9437,201563,False
1591,201564,True
1272,201565,True
6370,201566,True
1296,201567,True
5908,201568,True
7170,201569,True
5712,201570,True
7936,201571,True
4301,201572,True
8343,201573,True
2998,201574,True
9917,201575,True
8997,201576,True
5858,201577,True
9452,201578,True
7361,201579,False
3172,201580,True
5482,201581,True
499,201582,True
7357,201583,True
934,201584,True
293,201585,True
6362,201586,True
1608,201587,True
4780,201588,True
6666,201589,True
5633,201590,True
5792,201591,True
3226,201592,True
4321,201593,True
756,201594,True
4480,201595,True
2991,201596,False
1882,201597,True
2647,201598,True
150,201599,True
6090,201600,True
6706,201601,True
2259,201602,True
6487,201603,True
9377,201604,True
123,201605,True
1396,201606,True
5249,201607,True
3677,201608,True
7602,201609,False
8619,201610,True
3430,201611,True
9839,201612,True
6495,201613,True
5655,201614,True
4170,201615,True
7423,201616,True
5724,201617,True
5570,201618,True
1560,201619,True
1940,201620,True
5083,201621,False
4269,201622,False
1877,201623,True
9424,201624,True
3035,201625,True
2706,201626,False
5555,201627,True
3097,201628,True
597,201629,True
4397,201630,True
7163,201631,True
130,201632,False
1325,201633,True
6352,201634,False
9197,201635,True
2595,201636,True
1468,201637,False
7949,201638,True
9941,201639,True
2072,201640,True
8654,201641,True
9765,201642,False
2986,201643,True
1529,201644,True
6927,201645,True
8976,201646,False
3143,201647,True
340,201648,True
4902,201649,True
5460,201650,True
5764,201651,True
4117,201652,True
3217,201653,True
2377,201654,True
2506,201655,True
233,201656,True
6914,201657,True
676,201658,True
1814,201659,True
9997,201660,True
9597,201661,True
1338,201662,True
5787,201663,True
9435,201664,True
963,201665,True
5138,201666,True
9708,201667,True
1337,201668,True
1822,201669,True
6015,201670,True
6987,201671,True
8538,201672,True
7925,201673,True
7791,201674,False
5938,201675,True
1163,201676,True
3229,201677,True
1326,201678,False
7997,201679,True
7830,201680,True
5552,201681,True
5425,201682,True
5038,201683,True
8059,201684,True
2857,201685,True
9701,201686,True
377,201687,True
6677,201688,True
3350,201689,True
3062,201690,True
4084,201691,True
5543,201692,True
910,201693,True
3398,201694,True
3986,201695,True
129,201696,True
4457,201697,True
1730,201698,True
3519,201699,False
5611,201700,True
8007,201701,False
3672,201702,True
6140,201703,True
9902,201704,True
2211,201705,True
5293,201706,True
2153,201707,True
9785,201708,True
6509,201709,True
1522,201710,True
5815,201711,True
1823,201712,True
9591,201713,True
7274,201714,True
4999,201715,True
8776,201716,False
5325,201717,True
6868,201718,True
8000,201719,True
671,201720,True
6804,201721,True
1634,201722,True
6179,201723,True
2832,201724,False
4728,201725,True
2658,201726,True
6835,201727,True
3585,201728,True
6566,201729,True
5022,201730,True
1905,201731,True
1662,201732,True
9320,201733,True
3142,201734,True
7657,201735,True
8786,201736,True
4325,201737,True
8949,201738,True
8189,201739,True
2097,201740,True
3285,201741,True
1417,201742,True
2059,201743,True
2754,201744,True
9756,201745,True
23,201746,True
5971,201747,True
8391,201748,True
2071,201749,False
5934,201750,True
9871,201751,True
699,201752,True
9764,201753,True
5766,201754,True
1891,201755,False
3948,201756,True
7121,201757,True
625,201758,True
3631,201759,True
8562,201760,False
4900,201761,True
6189,201762,True
769,201763,True
9280,201764,True
8677,201765,True
8660,201766,False
2317,201767,True
6252,201768,True
